dish	dishLabel	country	countryLabel
http://www.wikidata.org/entity/Q125565576	Q125565576		
http://www.wikidata.org/entity/Q20113920	Q20113920	http://www.wikidata.org/entity/Q218	Romania
http://www.wikidata.org/entity/Q20182339	Q20182339		
http://www.wikidata.org/entity/Q20182561	Q20182561		
http://www.wikidata.org/entity/Q20182633	Q20182633		
http://www.wikidata.org/entity/Q20422573	Q20422573		
http://www.wikidata.org/entity/Q20427131	Jalangkote	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q20427327	bulayak satay	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q20427541	Sop saudara	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q20458172	noonsom		
http://www.wikidata.org/entity/Q20504418	Q20504418		
http://www.wikidata.org/entity/Q20508454	Panrkhash	http://www.wikidata.org/entity/Q399	Armenia
http://www.wikidata.org/entity/Q20587724	bacem tofu	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q20587733	Q20587733		
http://www.wikidata.org/entity/Q20679876	Taro with yellow sauce	http://www.wikidata.org/entity/Q1009	Cameroon
http://www.wikidata.org/entity/Q20726175	Medfouna		
http://www.wikidata.org/entity/Q20727695	Fenkata	http://www.wikidata.org/entity/Q233	Malta
http://www.wikidata.org/entity/Q20826672	boeber	http://www.wikidata.org/entity/Q258	South Africa
http://www.wikidata.org/entity/Q20921887	Q20921887		
http://www.wikidata.org/entity/Q20984265	bột chiên		
http://www.wikidata.org/entity/Q20987994	sholezard	http://www.wikidata.org/entity/Q794	Iran
http://www.wikidata.org/entity/Q21004069	Relleno Negro	http://www.wikidata.org/entity/Q60176	Yucatán
http://www.wikidata.org/entity/Q21009183	Q21009183		
http://www.wikidata.org/entity/Q21014439	Kue gapit	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q21083016	purslane stew	http://www.wikidata.org/entity/Q43	Turkey
http://www.wikidata.org/entity/Q21087825	Caluk noodles	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q21126937	Q21126937	http://www.wikidata.org/entity/Q43	Turkey
http://www.wikidata.org/entity/Q21233952	budyń		
http://www.wikidata.org/entity/Q21424783	Rakott krumpli	http://www.wikidata.org/entity/Q28	Hungary
http://www.wikidata.org/entity/Q21707374	Q21707374		
http://www.wikidata.org/entity/Q21781581	Peruvian pollada	http://www.wikidata.org/entity/Q419	Peru
http://www.wikidata.org/entity/Q21809695	Russisch ei	http://www.wikidata.org/entity/Q183	Germany
http://www.wikidata.org/entity/Q22129478	miso kanpura		
http://www.wikidata.org/entity/Q22328037	Nyama choma	http://www.wikidata.org/entity/Q114	Kenya
http://www.wikidata.org/entity/Q22328037	Nyama choma	http://www.wikidata.org/entity/Q924	Tanzania
http://www.wikidata.org/entity/Q22348764	filet américain	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q22929120	Tajine Lham-Lahlou	http://www.wikidata.org/entity/Q262	Algeria
http://www.wikidata.org/entity/Q22929120	Tajine Lham-Lahlou	http://www.wikidata.org/entity/Q1028	Morocco
http://www.wikidata.org/entity/Q22931404	Q22931404		
http://www.wikidata.org/entity/Q23689485	Q23689485	http://www.wikidata.org/entity/Q40	Austria
http://www.wikidata.org/entity/Q23689489	Q23689489		
http://www.wikidata.org/entity/Q23708200	spinach soup		
http://www.wikidata.org/entity/Q23807286	Q23807286	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q23907623	Pate acha	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q24027629	Halal snack pack	http://www.wikidata.org/entity/Q408	Australia
http://www.wikidata.org/entity/Q24229267	Q24229267		
http://www.wikidata.org/entity/Q24839104	Apple Bread		
http://www.wikidata.org/entity/Q24862829	Mabo harusame		
http://www.wikidata.org/entity/Q24870653	Q24870653		
http://www.wikidata.org/entity/Q24882667	Sooji toast		
http://www.wikidata.org/entity/Q24906665	Bhendi fry	http://www.wikidata.org/entity/Q60140	Indian subcontinent
http://www.wikidata.org/entity/Q24929453	Sindhi pulao		
http://www.wikidata.org/entity/Q24946983	Akhuni		
http://www.wikidata.org/entity/Q25005355	Chestnut pie		
http://www.wikidata.org/entity/Q25019736	Q25019736	http://www.wikidata.org/entity/Q298	Chile
http://www.wikidata.org/entity/Q25041417	Tuwo masara (corn meal)	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q25043234	miyar kuka	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q25043246	Efo riro	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q25052639	Kue satu	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q25055799	Afghan salad	http://www.wikidata.org/entity/Q889	Afghanistan
http://www.wikidata.org/entity/Q25056844	Nsala soup	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q25066353	Indori Poha	http://www.wikidata.org/entity/Q668	India
http://www.wikidata.org/entity/Q25080055	Q25080055		
http://www.wikidata.org/entity/Q25105527	Xidoufen	http://www.wikidata.org/entity/Q43194	Yunnan
http://www.wikidata.org/entity/Q25220535	goat meat pepper soup	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q25380201	Q25380201		
http://www.wikidata.org/entity/Q25386716	Q25386716		
http://www.wikidata.org/entity/Q25387730	Q25387730		
http://www.wikidata.org/entity/Q25388495	tajine el bey	http://www.wikidata.org/entity/Q948	Tunisia
http://www.wikidata.org/entity/Q25429699	Q25429699	http://www.wikidata.org/entity/Q45	Portugal
http://www.wikidata.org/entity/Q25458340	Manuk labakh	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q25460177	Plecing kangkung	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q25464887	nasi guri	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q25466619	Q25466619	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q25466760	Gatot	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q25466841	Tempe Gembus	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q25466948	Q25466948	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q25468249	Q25468249	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q25468949	Gabus pucung	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q25469451	Q25469451	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q25469522	Q25469522	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q25476285	Q25476285		
http://www.wikidata.org/entity/Q25485663	languette	http://www.wikidata.org/entity/Q142	France
http://www.wikidata.org/entity/Q25525331	shavla		
http://www.wikidata.org/entity/Q25541284	Q25541284	http://www.wikidata.org/entity/Q869	Thailand
http://www.wikidata.org/entity/Q25563576	Q25563576		
http://www.wikidata.org/entity/Q25563591	Q25563591		
http://www.wikidata.org/entity/Q25588431	Puzhukku		
http://www.wikidata.org/entity/Q25616486	Q25616486	http://www.wikidata.org/entity/Q55	Netherlands
http://www.wikidata.org/entity/Q25617893	Q25617893		
http://www.wikidata.org/entity/Q25640280	cherry soup of Sint-Truiden	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q25640342	endive with cracklings	http://www.wikidata.org/entity/Q55	Netherlands
http://www.wikidata.org/entity/Q25640379	Q25640379	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q25640559	Q25640559	http://www.wikidata.org/entity/Q55	Netherlands
http://www.wikidata.org/entity/Q25640632	Q25640632		
http://www.wikidata.org/entity/Q25659210	Q25659210		
http://www.wikidata.org/entity/Q25662717	Adobong Goto		
http://www.wikidata.org/entity/Q25679113	rybnik		
http://www.wikidata.org/entity/Q25681686	Q25681686	http://www.wikidata.org/entity/Q55	Netherlands
http://www.wikidata.org/entity/Q25681718	Q25681718	http://www.wikidata.org/entity/Q55	Netherlands
http://www.wikidata.org/entity/Q25685948	Q25685948		
http://www.wikidata.org/entity/Q105628576	Kadyos, manok, kag ubad		
http://www.wikidata.org/entity/Q105674767	Thalassery chicken biriyani		
http://www.wikidata.org/entity/Q105751252	Big Mac Bao		
http://www.wikidata.org/entity/Q105812795	Mextlapique		
http://www.wikidata.org/entity/Q105822342	Mashi rice		
http://www.wikidata.org/entity/Q105968553	Aliments marinés à l’huile d’olive		
http://www.wikidata.org/entity/Q106114625	Japadog	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q106115046	Q106115046	http://www.wikidata.org/entity/Q750	Bolivia
http://www.wikidata.org/entity/Q106115437	ranga	http://www.wikidata.org/entity/Q750	Bolivia
http://www.wikidata.org/entity/Q106115457	Q106115457		
http://www.wikidata.org/entity/Q106194785	chashushuli	http://www.wikidata.org/entity/Q230	Georgia
http://www.wikidata.org/entity/Q106355895	franciasaláta	http://www.wikidata.org/entity/Q28	Hungary
http://www.wikidata.org/entity/Q106355895	franciasaláta	http://www.wikidata.org/entity/Q159	Russia
http://www.wikidata.org/entity/Q106441623	Pan Galo Plaza		
http://www.wikidata.org/entity/Q106491332	Q106491332		
http://www.wikidata.org/entity/Q106517231	Q106517231	http://www.wikidata.org/entity/Q219	Bulgaria
http://www.wikidata.org/entity/Q106678690	Paofan		
http://www.wikidata.org/entity/Q106691833	Q106691833		
http://www.wikidata.org/entity/Q106702187	Seto dyed rice		
http://www.wikidata.org/entity/Q106869679	Fruit Bat Soup	http://www.wikidata.org/entity/Q695	Palau
http://www.wikidata.org/entity/Q106977722	quesabirria	http://www.wikidata.org/entity/Q96	Mexico
http://www.wikidata.org/entity/Q107007191	dambu	http://www.wikidata.org/entity/Q1032	Niger
http://www.wikidata.org/entity/Q107007191	dambu	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107020680	Q107020680	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q107092059	choesels	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q107123836	Q107123836		
http://www.wikidata.org/entity/Q107123837	Q107123837		
http://www.wikidata.org/entity/Q107158482	chips and salsa		
http://www.wikidata.org/entity/Q107203498	capoun	http://www.wikidata.org/entity/Q142	France
http://www.wikidata.org/entity/Q107292775	Yaroa		
http://www.wikidata.org/entity/Q107304811	Soup and bouilli		
http://www.wikidata.org/entity/Q107308168	Vepřo knedlo zelo	http://www.wikidata.org/entity/Q213	Czech Republic
http://www.wikidata.org/entity/Q107323701	Banga rice	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107345998	Umm Rgaigah	http://www.wikidata.org/entity/Q1049	Sudan
http://www.wikidata.org/entity/Q107356806	Breadfruit Porridge	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107356825	bambara nut pudding	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107356970	Spicy cow foot	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107357035	Abak atama soup	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107357073	Bambara groundnut	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107357081	isi ewu	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107357106	danwake	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107357114	Peeled Beans Porridge	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107357232	gizdodo	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107357284	agidi	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107357988	Ofe Oha	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107358419	Bobozee	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107358442	Groundnut soup	http://www.wikidata.org/entity/Q117	Ghana
http://www.wikidata.org/entity/Q107358442	Groundnut soup	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107358452	Achicha Ede	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107358460	Abacha Ugba	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107358554	Ekpang Nkwukwo	http://www.wikidata.org/entity/Q1009	Cameroon
http://www.wikidata.org/entity/Q107358554	Ekpang Nkwukwo	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107358567	Ukpo Ogede	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107358598	Oil Bean Soup	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107358604	Banga Rice	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107358612	Pancake	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107358723	Okra Soup	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107358749	Egusi soup	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107358770	Achi Soup	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107358776	Gbegiri Soup	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107358782	Urhobo Owho Soup	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107358874	Ofe Owerri	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107358883	African Salad	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107358893	Garri	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107362795	African salad	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107364240	African Rosewood plant	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107368588	Unripe Plantain Porridge	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107369606	Köje	http://www.wikidata.org/entity/Q159	Russia
http://www.wikidata.org/entity/Q107369606	Köje	http://www.wikidata.org/entity/Q232	Kazakhstan
http://www.wikidata.org/entity/Q107369606	Köje	http://www.wikidata.org/entity/Q813	Kyrgyzstan
http://www.wikidata.org/entity/Q107369606	Köje	http://www.wikidata.org/entity/Q29520	China
http://www.wikidata.org/entity/Q107405732	Sanga (Meal)	http://www.wikidata.org/entity/Q1009	Cameroon
http://www.wikidata.org/entity/Q107414117	cowpea		
http://www.wikidata.org/entity/Q107416756	beans and corn porridge	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107424501	boli		
http://www.wikidata.org/entity/Q107429712	Okoho	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107449555	Tuwon dawa	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107470450	Sesame soup	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107486136	Fura da nono (millet and milk)	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107486466	Yam porridge	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q107489664	Amiwô	http://www.wikidata.org/entity/Q962	Benin
http://www.wikidata.org/entity/Q107610602	oeuf mayonnaise		
http://www.wikidata.org/entity/Q107612492	Miyabiya		
http://www.wikidata.org/entity/Q107625293	Q107625293		
http://www.wikidata.org/entity/Q107636161	burrito bowl	http://www.wikidata.org/entity/Q30	United States
http://www.wikidata.org/entity/Q107638016	lobster macaroni and cheese		
http://www.wikidata.org/entity/Q107639054	chicken burrito	http://www.wikidata.org/entity/Q96	Mexico
http://www.wikidata.org/entity/Q107665302	Bora		
http://www.wikidata.org/entity/Q107674774	Gordon Ramsay's Beef Wellington	http://www.wikidata.org/entity/Q21	England
http://www.wikidata.org/entity/Q107674870	Tacos de cabeza	http://www.wikidata.org/entity/Q96	Mexico
http://www.wikidata.org/entity/Q107745950	Q107745950		
http://www.wikidata.org/entity/Q107782305	Q107782305	http://www.wikidata.org/entity/Q213	Czech Republic
http://www.wikidata.org/entity/Q107840688	beef stew		
http://www.wikidata.org/entity/Q108047543	Q108047543	http://www.wikidata.org/entity/Q213	Czech Republic
http://www.wikidata.org/entity/Q108063948	martino	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q108095007	Q108095007		
http://www.wikidata.org/entity/Q108170525	Meulemeester eggs	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q108311129	Q108311129	http://www.wikidata.org/entity/Q218	Romania
http://www.wikidata.org/entity/Q108327562	pizza in New York City		
http://www.wikidata.org/entity/Q108366890	tfaya	http://www.wikidata.org/entity/Q1028	Morocco
http://www.wikidata.org/entity/Q3896505	parrozzo	http://www.wikidata.org/entity/Q38	Italy
http://www.wikidata.org/entity/Q3897489	Pasta mollicata	http://www.wikidata.org/entity/Q38	Italy
http://www.wikidata.org/entity/Q3897490	Q3897490	http://www.wikidata.org/entity/Q38	Italy
http://www.wikidata.org/entity/Q3899347	Q3899347	http://www.wikidata.org/entity/Q38	Italy
http://www.wikidata.org/entity/Q3900704	Q3900704	http://www.wikidata.org/entity/Q38	Italy
http://www.wikidata.org/entity/Q3909175	es doger	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q3920699	Q3920699		
http://www.wikidata.org/entity/Q3920714	Wereszczaka	http://www.wikidata.org/entity/Q49683	Grand Duchy of Lithuania
http://www.wikidata.org/entity/Q3920738	Q3920738		
http://www.wikidata.org/entity/Q3948384	sangrecita	http://www.wikidata.org/entity/Q419	Peru
http://www.wikidata.org/entity/Q3951371	scagliozzi		
http://www.wikidata.org/entity/Q3953085	Q3953085	http://www.wikidata.org/entity/Q38	Italy
http://www.wikidata.org/entity/Q3958703	sformato	http://www.wikidata.org/entity/Q38	Italy
http://www.wikidata.org/entity/Q3973633	Q3973633	http://www.wikidata.org/entity/Q38	Italy
http://www.wikidata.org/entity/Q4014718	Q4014718	http://www.wikidata.org/entity/Q38	Italy
http://www.wikidata.org/entity/Q4025000	Zuppa gallurese	http://www.wikidata.org/entity/Q38	Italy
http://www.wikidata.org/entity/Q4068439	Q4068439		
http://www.wikidata.org/entity/Q4073388	Aczma	http://www.wikidata.org/entity/Q230	Georgia
http://www.wikidata.org/entity/Q4103061	lumpia Semarang	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4108173	Q4108173		
http://www.wikidata.org/entity/Q4145098	Q4145098	http://www.wikidata.org/entity/Q34266	Russian Empire
http://www.wikidata.org/entity/Q4164571	Bazeen	http://www.wikidata.org/entity/Q1016	Libya
http://www.wikidata.org/entity/Q4189615	nagasari	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4192299	Oncom	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4197759	botok	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4197962	bubur kacang hijau	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4199436	lawar	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4200659	pempek	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4201329	rice lengko	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4202016	lupis	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4203530	karedok	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4205452	nasi kebuli	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4205456	Sangsang	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4206002	urap	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4208144	bakwan	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4208661	Blanched Shrimp Noodle Soup	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4229214	Komanmelna		
http://www.wikidata.org/entity/Q4262936	combro	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4264051	geplak	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4272202	tongseng	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4272221	Papeda	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4293923	mimosa salad	http://www.wikidata.org/entity/Q15180	Soviet Union
http://www.wikidata.org/entity/Q4305242	Q4305242	http://www.wikidata.org/entity/Q159	Russia
http://www.wikidata.org/entity/Q4305242	Q4305242	http://www.wikidata.org/entity/Q184	Belarus
http://www.wikidata.org/entity/Q4305242	Q4305242	http://www.wikidata.org/entity/Q212	Ukraine
http://www.wikidata.org/entity/Q4305901	mujuji	http://www.wikidata.org/entity/Q230	Georgia
http://www.wikidata.org/entity/Q4307698	Q4307698	http://www.wikidata.org/entity/Q15476	Rosselló
http://www.wikidata.org/entity/Q4373369	heotjesabap	http://www.wikidata.org/entity/Q18097	Korea
http://www.wikidata.org/entity/Q4390491	rasstegai	http://www.wikidata.org/entity/Q159	Russia
http://www.wikidata.org/entity/Q4413207	nävgröt		
http://www.wikidata.org/entity/Q4421267	Sichenyky		
http://www.wikidata.org/entity/Q4451119	Tandyr kebab	http://www.wikidata.org/entity/Q148	People's Republic of China
http://www.wikidata.org/entity/Q4462874	Three Pies		
http://www.wikidata.org/entity/Q4502669	Khychyn		
http://www.wikidata.org/entity/Q4535039	yurma	http://www.wikidata.org/entity/Q159	Russia
http://www.wikidata.org/entity/Q4739207	Amala	http://www.wikidata.org/entity/Q1033	Nigeria
http://www.wikidata.org/entity/Q4748563	Tempoyak	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4796545	Arsik	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4803469	asam pedas	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4835804	BK Chicken Fries		
http://www.wikidata.org/entity/Q4838117	Babute	http://www.wikidata.org/entity/Q974	Democratic Republic of the Congo
http://www.wikidata.org/entity/Q4850911	Balila	http://www.wikidata.org/entity/Q822	Lebanon
http://www.wikidata.org/entity/Q4876265	bean pie	http://www.wikidata.org/entity/Q30	United States
http://www.wikidata.org/entity/Q4887922	pepes	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4897474	Q4897474		
http://www.wikidata.org/entity/Q4899060	betutu	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4907305	Bika Ambon	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4917275	biscuits and gravy		
http://www.wikidata.org/entity/Q4920553	Nasi ulam	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q4997935	Buntil	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q5004794	bánh bèo	http://www.wikidata.org/entity/Q881	Vietnam
http://www.wikidata.org/entity/Q5004800	bánh cáy	http://www.wikidata.org/entity/Q881	Vietnam
http://www.wikidata.org/entity/Q5004810	bánh rế	http://www.wikidata.org/entity/Q881	Vietnam
http://www.wikidata.org/entity/Q5004813	bánh tét	http://www.wikidata.org/entity/Q881	Vietnam
http://www.wikidata.org/entity/Q5015278	cabbage casserole	http://www.wikidata.org/entity/Q33	Finland
http://www.wikidata.org/entity/Q5016033	cacio e pepe	http://www.wikidata.org/entity/Q38	Italy
http://www.wikidata.org/entity/Q5016731	Q5016731		
http://www.wikidata.org/entity/Q5047987	Casado	http://www.wikidata.org/entity/Q800	Costa Rica
http://www.wikidata.org/entity/Q5055611	Cağ kebabı	http://www.wikidata.org/entity/Q43	Turkey
http://www.wikidata.org/entity/Q5057827	celery Victor	http://www.wikidata.org/entity/Q30	United States
http://www.wikidata.org/entity/Q5084201	Charleston red rice		
http://www.wikidata.org/entity/Q5092519	cherry pie		
http://www.wikidata.org/entity/Q5103662	Chocolate marquise	http://www.wikidata.org/entity/Q142	France
http://www.wikidata.org/entity/Q5120165	Cimpa	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q5123542	City chicken	http://www.wikidata.org/entity/Q30	United States
http://www.wikidata.org/entity/Q5162437	Serabi	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q5171049	corn crab soup	http://www.wikidata.org/entity/Q148	People's Republic of China
http://www.wikidata.org/entity/Q5171054	corn fritter	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q5180222	Crab Louie	http://www.wikidata.org/entity/Q30	United States
http://www.wikidata.org/entity/Q5182787	Crawfish Monica	http://www.wikidata.org/entity/Q30	United States
http://www.wikidata.org/entity/Q5202956	cơm hến		
http://www.wikidata.org/entity/Q5202957	cơm nắm		
http://www.wikidata.org/entity/Q5202996	cốm	http://www.wikidata.org/entity/Q881	Vietnam
http://www.wikidata.org/entity/Q5208692	Dagwood sandwich	http://www.wikidata.org/entity/Q30	United States
http://www.wikidata.org/entity/Q5208800	Dahi baigana	http://www.wikidata.org/entity/Q668	India
http://www.wikidata.org/entity/Q5253615	Delele		
http://www.wikidata.org/entity/Q5254542	rengginang	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q5257857	kolak	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q5261363	pecel	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q5262436	Onde-onde	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q110134687	Q110134687	http://www.wikidata.org/entity/Q833	Malaysia
http://www.wikidata.org/entity/Q110134698	Bungong Kayee	http://www.wikidata.org/entity/Q252	Indonesia
http://www.wikidata.org/entity/Q110255436	Tarana	http://www.wikidata.org/entity/Q221	North Macedonia
http://www.wikidata.org/entity/Q110301589	Kepta duona	http://www.wikidata.org/entity/Q37	Lithuania
http://www.wikidata.org/entity/Q110301589	Kepta duona	http://www.wikidata.org/entity/Q211	Latvia
http://www.wikidata.org/entity/Q110424383	Q110424383		
http://www.wikidata.org/entity/Q110426863	Masnovines	http://www.wikidata.org/entity/Q29	Spain
http://www.wikidata.org/entity/Q110474734	Q110474734		
http://www.wikidata.org/entity/Q110502590	Q110502590	http://www.wikidata.org/entity/Q20	Norway
http://www.wikidata.org/entity/Q110651436	Q110651436		
http://www.wikidata.org/entity/Q110821764	Q110821764	http://www.wikidata.org/entity/Q148	People's Republic of China
http://www.wikidata.org/entity/Q110834503	bánh nhúng		
http://www.wikidata.org/entity/Q110834778	bánh trôi	http://www.wikidata.org/entity/Q881	Vietnam
http://www.wikidata.org/entity/Q110834827	bánh chay	http://www.wikidata.org/entity/Q881	Vietnam
http://www.wikidata.org/entity/Q110880257	Escargots à la bourguignonne		
http://www.wikidata.org/entity/Q110887633	Q110887633	http://www.wikidata.org/entity/Q230	Georgia
